Lon,hotelid,hotelname,tags,starrating,roomtype,country,city,propertytype,url
953,103891,Holiday Inn Express Stuttgart Airport,Airconditioning Carpeting Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone Toiletries Wake-upservice  DoublewithSofaBed Shower 1doublebedand1sofabed Dieselstrasse20 Leinfelden-Echterdingen Germany Hotels,3,Double with Sofa Bed,Germany,Leinfelden-Echterdingen,Hotels,https://www.agoda.com/en-gb/holiday-inn-express-stuttgart-airport/hotel/leinfelden-echterdingen-de.html
958,103891,Holiday Inn Express Stuttgart Airport,Airconditioning Carpeting Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone Toiletries Wake-upservice  StandardTwinRoom-Smoking Shower 2singlebeds Dieselstrasse20 Leinfelden-Echterdingen Germany Hotels,3,Standard Twin Room - Smoking,Germany,Leinfelden-Echterdingen,Hotels,https://www.agoda.com/en-gb/holiday-inn-express-stuttgart-airport/hotel/leinfelden-echterdingen-de.html
960,103891,Holiday Inn Express Stuttgart Airport,Airconditioning Carpeting Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone Toiletries Wake-upservice  DoubleRoomwithSofaBed-Smoking Shower 1doublebedand1sofabed Dieselstrasse20 Leinfelden-Echterdingen Germany Hotels,3,Double Room with Sofa Bed - Smoking,Germany,Leinfelden-Echterdingen,Hotels,https://www.agoda.com/en-gb/holiday-inn-express-stuttgart-airport/hotel/leinfelden-echterdingen-de.html
962,2989075,Hotel Relax Vrchbela,Airconditioning Carpeting Closet Clothesrack Desk Fan FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Satellite/cablechannels Seatingarea Smokedetector Soundproofing Toiletries Towels Wake-upservice  TwinRoomwithBalcony Balcony/terrace Shower 2singlebeds Vrchbela1560 BelaPodBezdezem CzechRepublic Hotels,3,Twin Room with Balcony,Czech Republic,Bela Pod Bezdezem,Hotels,https://www.agoda.com/en-gb/hotel-relax-vrchbela/hotel/bela-pod-bezdezem-cz.html
964,2989075,Hotel Relax Vrchbela,Airconditioning Carpeting Closet Clothesrack Desk Fan FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Satellite/cablechannels Seatingarea Smokedetector Soundproofing Toiletries Towels Wake-upservice  TwinRoom Shower 2singlebeds Vrchbela1560 BelaPodBezdezem CzechRepublic Hotels,3,Twin Room,Czech Republic,Bela Pod Bezdezem,Hotels,https://www.agoda.com/en-gb/hotel-relax-vrchbela/hotel/bela-pod-bezdezem-cz.html
966,153302,Hotel Apogia Lloyd Rome,Airconditioning Alarmclock Bathrobes Carpeting Closet Clothesrack Desk Dressingroom FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Mirror Satellite/cablechannels Slippers Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  EconomySingleRoom Showerandbathtub 1singlebedor1doublebed ViaAlessandria110/A Rome Italy Hotels,3,Economy Single Room,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
968,153302,Hotel Apogia Lloyd Rome,Airconditioning Alarmclock Bathrobes Carpeting Closet Clothesrack Dailyhousekeeping Desk Dressingroom FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Mirror Satellite/cablechannels Slippers Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  EconomyDouble Cityview Non-smoking Showerandbathtub 1queenbed ViaAlessandria110/A Rome Italy Hotels,3,Economy Double,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
974,153302,Hotel Apogia Lloyd Rome,Airconditioning Alarmclock Bathrobes Carpeting Closet Clothesrack Desk Dressingroom FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Mirror Satellite/cablechannels Slippers Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  Deluxe Cityview Non-smoking Showerandbathtub 1queenbedor2singlebeds ViaAlessandria110/A Rome Italy Hotels,3,Deluxe ,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
975,153302,Hotel Apogia Lloyd Rome,Airconditioning Alarmclock Bathrobes Carpeting Closet Clothesrack Dailyhousekeeping Desk Dressingroom FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Mirror Satellite/cablechannels Slippers Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  DoubleorTwinRoom Cityview Non-smoking Showerandbathtub 1doublebedor2singlebeds ViaAlessandria110/A Rome Italy Hotels,3,Double or Twin Room,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
979,153302,Hotel Apogia Lloyd Rome,Airconditioning Alarmclock Bathrobes Carpeting Closet Clothesrack Desk Dressingroom FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Mirror Satellite/cablechannels Slippers Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  Superior Balcony/terrace Showerandbathtub 1doublebed ViaAlessandria110/A Rome Italy Hotels,3,Superior,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
986,153302,Hotel Apogia Lloyd Rome,Airconditioning Alarmclock Bathrobes Carpeting Closet Clothesrack Desk Dressingroom FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Minibar Mirror Satellite/cablechannels Slippers Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  Family Showerandbathtub 2doublebeds ViaAlessandria110/A Rome Italy Hotels,3,Family,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
987,153302,Hotel Apogia Lloyd Rome,nan TripleRoom nan ViaAlessandria110/A Rome Italy Hotels,3,Triple Room,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
991,153302,Hotel Apogia Lloyd Rome,nan SingleRoom nan ViaAlessandria110/A Rome Italy Hotels,3,Single Room,Italy,Rome,Hotels,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html
992,136701,Hotel Hirsch,Airconditioning Closet Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Seatingarea Toiletries Wake-upservice  SingleRoom Shower 1singlebed Schulstrasse3-7 Rothenberg Germany Hotels,3,Single Room,Germany,Rothenberg,Hotels,https://www.agoda.com/en-gb/hotel-hirsch/hotel/rothenberg-de.html
993,136701,Hotel Hirsch,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DeluxeSingleRoom Payatthehotel FreeWi-Fi Cancellationpolicy Schulstrasse3-7 Rothenberg Germany Hotels,3,Deluxe Single Room,Germany,Rothenberg,Hotels,https://www.agoda.com/en-gb/hotel-hirsch/hotel/rothenberg-de.html
995,136701,Hotel Hirsch,Airconditioning Closet Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Seatingarea Toiletries Wake-upservice  DoubleRoom Balcony/terrace Shower 1kingbed Schulstrasse3-7 Rothenberg Germany Hotels,3,Double Room,Germany,Rothenberg,Hotels,https://www.agoda.com/en-gb/hotel-hirsch/hotel/rothenberg-de.html
999,136701,Hotel Hirsch,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DoubleRoomwithBalcony Payatthehotel FreeWi-Fi Cancellationpolicy Schulstrasse3-7 Rothenberg Germany Hotels,3,Double Room with Balcony,Germany,Rothenberg,Hotels,https://www.agoda.com/en-gb/hotel-hirsch/hotel/rothenberg-de.html
1000,136701,Hotel Hirsch,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  SuperiorDoubleRoom Payatthehotel FreeWi-Fi Cancellationpolicy Schulstrasse3-7 Rothenberg Germany Hotels,3,Superior Double Room,Germany,Rothenberg,Hotels,https://www.agoda.com/en-gb/hotel-hirsch/hotel/rothenberg-de.html
1003,291269,Villa Golf,Airconditioning Carpeting Closet Coffee/teamaker Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Toiletries Towels Wake-upservice  BudgetSingleRoom Non-smoking Shower 1singlebed SNP16 Sliac Slovakia Bedandbreakfasts,2,Budget Single Room,Slovakia,Sliac,Bed and breakfasts,http://www.booking.com/hotel/sk/villa-golf.en-gb.html
1005,291269,Villa Golf,Airconditioning Carpeting Closet Coffee/teamaker Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Toiletries Towels Wake-upservice  DoubleRoom Non-smoking Showerandbathtub 1doublebed SNP16 Sliac Slovakia Bedandbreakfasts,2,Double Room,Slovakia,Sliac,Bed and breakfasts,http://www.booking.com/hotel/sk/villa-golf.en-gb.html
1007,291269,Villa Golf,Airconditioning Carpeting Closet Coffee/teamaker Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Toiletries Towels Wake-upservice  SingleRoom Non-smoking Showerandbathtub 1singlebed SNP16 Sliac Slovakia Bedandbreakfasts,2,Single Room,Slovakia,Sliac,Bed and breakfasts,http://www.booking.com/hotel/sk/villa-golf.en-gb.html
1009,291269,Villa Golf,Airconditioning Carpeting Closet Coffee/teamaker Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Toiletries Towels Wake-upservice  BudgetTwin NoWindowsview Non-smoking Shower 2singlebeds SNP16 Sliac Slovakia Bedandbreakfasts,2,Budget Twin,Slovakia,Sliac,Bed and breakfasts,http://www.booking.com/hotel/sk/villa-golf.en-gb.html
1011,291269,Villa Golf,Airconditioning Carpeting Closet Coffee/teamaker Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Toiletries Towels Wake-upservice  TwinRoom Non-smoking Showerandbathtub 2singlebeds SNP16 Sliac Slovakia Bedandbreakfasts,2,Twin Room,Slovakia,Sliac,Bed and breakfasts,http://www.booking.com/hotel/sk/villa-golf.en-gb.html
1013,291269,Villa Golf,Airconditioning Carpeting Closet Coffee/teamaker Dailyhousekeeping FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Toiletries Towels Wake-upservice  FamilyRoom Non-smoking Showerandbathtub 1singlebedand1doublebed SNP16 Sliac Slovakia Bedandbreakfasts,2,Family Room,Slovakia,Sliac,Bed and breakfasts,http://www.booking.com/hotel/sk/villa-golf.en-gb.html
1015,291269,Villa Golf,nan Apartment nan SNP16 Sliac Slovakia Bedandbreakfasts,2,Apartment,Slovakia,Sliac,Bed and breakfasts,http://www.booking.com/hotel/sk/villa-golf.en-gb.html
1017,74802,Wohlfuhlhotel Berwanger Hof,Airconditioning Carpeting Closet Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Linens On-demandmovies Satellite/cablechannels Smokedetector Sofa Telephone Toiletries Towels Wake-upservice  1BedroomWheelchairAccessibleNon-Smoking Non-smoking Shower 1doublebed Niederdorf11 Obermaiselstein Germany Hotels,4,1 Bedroom Wheelchair Accessible Non-Smoking,Germany,Obermaiselstein,Hotels,https://www.booking.com/hotel/de/wohlfuhlhotel-berwanger-hof.en-gb.html
1025,74802,Wohlfuhlhotel Berwanger Hof,Airconditioning Carpeting Closet Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens On-demandmovies Satellite/cablechannels Smokedetector Sofa Telephone Toiletries Towels Wake-upservice  1DoubleWithSofaBedNon-Smoking Non-smoking Shower 1doublebedand1sofabed Niederdorf11 Obermaiselstein Germany Hotels,4,1 Double With Sofa Bed Non-Smoking,Germany,Obermaiselstein,Hotels,https://www.booking.com/hotel/de/wohlfuhlhotel-berwanger-hof.en-gb.html
1033,74802,Wohlfuhlhotel Berwanger Hof,Airconditioning Carpeting Closet Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Laptopworkspace Linens On-demandmovies Satellite/cablechannels Smokedetector Telephone Toiletries Towels Wake-upservice  StandardRoomNon-Smoking Non-smoking Shower 2singlebeds Niederdorf11 Obermaiselstein Germany Hotels,4,Standard Room Non-Smoking,Germany,Obermaiselstein,Hotels,https://www.booking.com/hotel/de/wohlfuhlhotel-berwanger-hof.en-gb.html
1037,74802,Wohlfuhlhotel Berwanger Hof,Airconditioning Carpeting Closet Coffee/teamaker Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Linens On-demandmovies Satellite/cablechannels Smokedetector Telephone Toiletries Towels Wake-upservice  2SingleBedsNon-smoking Non-smoking Shower 2singlebeds Niederdorf11 Obermaiselstein Germany Hotels,4,2 Single Beds Non-smoking,Germany,Obermaiselstein,Hotels,https://www.booking.com/hotel/de/wohlfuhlhotel-berwanger-hof.en-gb.html
1065,132082,Hotel Le Coudon,Airconditioning Closet FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone Wake-upservice  TwinRoom Shower 2singlebeds 1Impassedel'Auberte Sollies-Pont France Hotels,3,Twin Room,France,Sollies-Pont,Hotels,https://www.agoda.com/en-gb/hotel-le-coudon/hotel/sollies-pont-fr.html
1066,132082,Hotel Le Coudon,Airconditioning FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone  DoubleRoom Shower 1doublebed 1Impassedel'Auberte Sollies-Pont France Hotels,3,Double Room,France,Sollies-Pont,Hotels,https://www.agoda.com/en-gb/hotel-le-coudon/hotel/sollies-pont-fr.html
1067,132082,Hotel Le Coudon,Airconditioning FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone  DoubleRoomwithTerrace Balcony/terrace Shower 1doublebed 1Impassedel'Auberte Sollies-Pont France Hotels,3,Double Room with Terrace,France,Sollies-Pont,Hotels,https://www.agoda.com/en-gb/hotel-le-coudon/hotel/sollies-pont-fr.html
1068,7480547,Villa Maria Relais,Airconditioning Alarmclock Bathrobes Closet Clothesdryer Clothesrack Coffee/teamaker Dishwasher Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Ironingfacilities Linens Minibar Mirror Mosquitonet Privateentrance Refrigerator Satellite/cablechannels Separatediningarea Slippers Soundproofing Toiletries Towels Wake-upservice Washingmachine  QueenRoomwithGardenView Balcony/terrace Shower Sharedbathroom Privatepool Kitchenette 1queenbed ViaPedicadelleGinestre16-18 GuidoniaMontecelio Italy Hotels,4,Queen Room with Garden View,Italy,Guidonia Montecelio,Hotels,https://www.agoda.com/en-gb/villa-maria-relais/hotel/guidonia-montecelio-it.html
1070,63576,Hotel Gromada Torun,Airconditioning Carpeting Closet Clothesrack Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Refrigerator Seatingarea Sofa Telephone Toiletries Towels TV[flatscreen] Wake-upservice  Studio(2Adults) Showerandbathtub 1kingbed Zeglarska10/14 Torun Poland Hotels,2,Studio (2 Adults),Poland,Torun,Hotels,https://www.agoda.com/en-gb/hotel-gromada-torun/hotel/torun-pl.html
1071,63576,Hotel Gromada Torun,Airconditioning Carpeting Closet Clothesrack Desk Freebottledwater FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Shower Telephone Toiletries Towels TV[flatscreen] Wake-upservice  StandardSingleRoom 1singlebed Zeglarska10/14 Torun Poland Hotels,2,Standard Single Room,Poland,Torun,Hotels,https://www.agoda.com/en-gb/hotel-gromada-torun/hotel/torun-pl.html
1073,63576,Hotel Gromada Torun,Airconditioning Carpeting Closet Clothesrack Desk Freebottledwater FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Telephone Toiletries Towels TV[flatscreen] Wake-upservice  TwinRoom Shower 2singlebeds Zeglarska10/14 Torun Poland Hotels,2,Twin Room,Poland,Torun,Hotels,https://www.agoda.com/en-gb/hotel-gromada-torun/hotel/torun-pl.html
1077,63576,Hotel Gromada Torun,Airconditioning Carpeting Closet Clothesrack Desk Freebottledwater FreeWi-Fiinallrooms! Heating In-roomsafebox Linens Telephone Toiletries Towels TV[flatscreen] Wake-upservice  DoubleRoom Shower 1queenbed Zeglarska10/14 Torun Poland Hotels,2,Double Room,Poland,Torun,Hotels,https://www.agoda.com/en-gb/hotel-gromada-torun/hotel/torun-pl.html
1100,8099599,Dean House Cottage,Additionalbathroom Airconditioning Closet Dishwasher Fireplace FreeWi-Fiinallrooms! Fullkitchen Heating In-roomsafebox Microwave Seatingarea Separatediningarea Sofa TV Washingmachine  VacationHome 2bathrooms Shower Kitchenette 2bedrooms 1queenbedor2singlebeds nan Bradford UnitedKingdom Hotels,4,Vacation Home,United Kingdom,Bradford,Hotels,https://www.agoda.com/en-gb/dean-house-cottage/hotel/bradford-gb.html
1103,104153,Qubus Hotel Lodz,Airconditioning Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone  DoubleRoom Shower 1queenbed Al.Mickiewicza7 Lodz Poland Hotels,3,Double Room,Poland,Lodz,Hotels,https://www.agoda.com/en-gb/qubus-hotel-lodz/hotel/lodz-pl.html
1109,104153,Qubus Hotel Lodz,Airconditioning Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone Wake-upservice  SingleRoom Shower 1singlebed Al.Mickiewicza7 Lodz Poland Hotels,3,Single Room,Poland,Lodz,Hotels,https://www.agoda.com/en-gb/qubus-hotel-lodz/hotel/lodz-pl.html
1115,104153,Qubus Hotel Lodz,Airconditioning Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Telephone  TwinRoom Shower 2singlebeds Al.Mickiewicza7 Lodz Poland Hotels,3,Twin Room,Poland,Lodz,Hotels,https://www.agoda.com/en-gb/qubus-hotel-lodz/hotel/lodz-pl.html
1140,117227,Hotel Stiftswingert,Airconditioning Carpeting Closet Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Satellite/cablechannels Seatingarea Telephone Toiletries Wake-upservice  SingleRoom Shower 1singlebed AmStiftswingert4 Mainz Germany Hotels,3,Single Room,Germany,Mainz,Hotels,https://www.agoda.com/en-gb/hotel-stiftswingert/hotel/mainz-de.html
1141,117227,Hotel Stiftswingert,Airconditioning Carpeting Closet Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Satellite/cablechannels Seatingarea Telephone Toiletries Wake-upservice  DoubleRoom Shower 2singlebeds AmStiftswingert4 Mainz Germany Hotels,3,Double Room,Germany,Mainz,Hotels,https://www.agoda.com/en-gb/hotel-stiftswingert/hotel/mainz-de.html
1142,117227,Hotel Stiftswingert,Airconditioning Carpeting Closet Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Satellite/cablechannels Seatingarea Telephone Toiletries Wake-upservice  TripleRoom Shower 3singlebeds AmStiftswingert4 Mainz Germany Hotels,3,Triple Room,Germany,Mainz,Hotels,https://www.agoda.com/en-gb/hotel-stiftswingert/hotel/mainz-de.html
1143,117227,Hotel Stiftswingert,Airconditioning Carpeting Closet Desk Fan FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Satellite/cablechannels Seatingarea Telephone Toiletries Wake-upservice  FamilyRoom Shower 4singlebeds AmStiftswingert4 Mainz Germany Hotels,3,Family Room,Germany,Mainz,Hotels,https://www.agoda.com/en-gb/hotel-stiftswingert/hotel/mainz-de.html
1152,169859,Best Western Eglinton Arms Hotel,"Airconditioning Coffee/teamaker FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower Telephone  StandardSingleRoom FreeWi-Fi Extralowprice!(non-refundable) 59GilmourStreet,Eaglesham Eaglesham UnitedKingdom Hotels",3,Standard Single Room,United Kingdom,Eaglesham,Hotels,https://www.agoda.com/en-gb/best-western-eglinton-arms-hotel/hotel/eaglesham-gb.html
1157,169859,Best Western Eglinton Arms Hotel,"Airconditioning Coffee/teamaker FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower Telephone  StandardDoubleRoom FreeWi-Fi Extralowprice!(non-refundable) 59GilmourStreet,Eaglesham Eaglesham UnitedKingdom Hotels",3,Standard Double Room,United Kingdom,Eaglesham,Hotels,https://www.agoda.com/en-gb/best-western-eglinton-arms-hotel/hotel/eaglesham-gb.html
1163,169859,Best Western Eglinton Arms Hotel,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower Telephone TV  DoubleSingleUseStandard FreeWi-Fi Extralowprice!(non-refundable) 59GilmourStreet,Eaglesham Eaglesham UnitedKingdom Hotels",3,Double Single Use Standard,United Kingdom,Eaglesham,Hotels,https://www.agoda.com/en-gb/best-western-eglinton-arms-hotel/hotel/eaglesham-gb.html
1164,169859,Best Western Eglinton Arms Hotel,"Airconditioning Coffee/teamaker FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower Telephone  SuperiorDoubleRoom FreeWi-Fi Extralowprice!(non-refundable) 59GilmourStreet,Eaglesham Eaglesham UnitedKingdom Hotels",3,Superior Double Room,United Kingdom,Eaglesham,Hotels,https://www.agoda.com/en-gb/best-western-eglinton-arms-hotel/hotel/eaglesham-gb.html
1170,169859,Best Western Eglinton Arms Hotel,"Airconditioning Coffee/teamaker FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower Telephone  SuperiorTwinRoom FreeWi-Fi Extralowprice!(non-refundable) 59GilmourStreet,Eaglesham Eaglesham UnitedKingdom Hotels",3,Superior Twin Room,United Kingdom,Eaglesham,Hotels,https://www.agoda.com/en-gb/best-western-eglinton-arms-hotel/hotel/eaglesham-gb.html
1178,1191802,ibis KoeIn Messe,"Airconditioning Alarmclock Carpeting Cleaningproducts Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Smokedetector Telephone Toiletries Towels TV[flatscreen] Wake-upservice  StandardRoomTwinBeds Shower 2singlebeds Brugelmannstr.1,Deutz,Cologne,Germany,Deutz Cologne Germany Hotels",3,Standard Room Twin Beds,Germany,Cologne,Hotels,https://www.agoda.com/en-gb/ibis-koein-messe/hotel/cologne-de.html
1181,1191802,ibis KoeIn Messe,"Airconditioning Carpeting Cleaningproducts Dailyhousekeeping Desk FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Satellite/cablechannels Smokedetector Telephone Toiletries Towels Wake-upservice  StandardRoom1DoubleBed Shower 1queenbed Brugelmannstr.1,Deutz,Cologne,Germany,Deutz Cologne Germany Hotels",3,Standard Room 1 Double Bed,Germany,Cologne,Hotels,https://www.agoda.com/en-gb/ibis-koein-messe/hotel/cologne-de.html
1196,877125,Marriott Hollins Hall Hotel and Country Club,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  One-BedroomSuite 1doublebed HollinsHill,Baildon,Shipley Leeds UnitedKingdom Hotels",4,One-Bedroom Suite,United Kingdom,Leeds,Hotels,https://www.agoda.com/en-gb/marriott-hollins-hall-hotel-and-country-club/hotel/leeds-gb.html
1197,877125,Marriott Hollins Hall Hotel and Country Club,"Airconditioning Coffee/teamaker FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower  StandardDoubleRoom 1queenbed HollinsHill,Baildon,Shipley Leeds UnitedKingdom Hotels",4,Standard Double Room,United Kingdom,Leeds,Hotels,https://www.agoda.com/en-gb/marriott-hollins-hall-hotel-and-country-club/hotel/leeds-gb.html
1201,877125,Marriott Hollins Hall Hotel and Country Club,"Airconditioning FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Shower TV  StandardTwinRoom 2singlebeds HollinsHill,Baildon,Shipley Leeds UnitedKingdom Hotels",4,Standard Twin Room,United Kingdom,Leeds,Hotels,https://www.agoda.com/en-gb/marriott-hollins-hall-hotel-and-country-club/hotel/leeds-gb.html
1203,877125,Marriott Hollins Hall Hotel and Country Club,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  StandardDoubleRoomwithTwoDoubleBeds 2doublebeds HollinsHill,Baildon,Shipley Leeds UnitedKingdom Hotels",4,Standard Double Room with Two Double Beds,United Kingdom,Leeds,Hotels,https://www.agoda.com/en-gb/marriott-hollins-hall-hotel-and-country-club/hotel/leeds-gb.html
