Lon,hotelid,hotelname,tags,starrating,roomtype,country,city,propertytype,url
293,7484319,Clarion Collection Hotel Belfast Loughshore,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  TripleStandard PaynothinguntilNovember14 2019 FreeWi-Fi FreecancellationbeforeNovember16 2019 75BelfastRoad Carrickfergus UnitedKingdom Hotels,2,Triple Standard,United Kingdom,Carrickfergus,Hotels,https://www.agoda.com/en-gb/clarion-collection-hotel-belfast-loughshore/hotel/carrickfergus-gb.html
294,7484319,Clarion Collection Hotel Belfast Loughshore,"nan 1DoubleBed,NoSmoking nan 75BelfastRoad Carrickfergus UnitedKingdom Hotels",2,"1 Double Bed, No Smoking",United Kingdom,Carrickfergus,Hotels,https://www.agoda.com/en-gb/clarion-collection-hotel-belfast-loughshore/hotel/carrickfergus-gb.html
295,7484319,Clarion Collection Hotel Belfast Loughshore,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DoubleStandard PaynothinguntilNovember14 2019 FreeWi-Fi FreecancellationbeforeNovember16 2019 75BelfastRoad Carrickfergus UnitedKingdom Hotels,2,Double Standard,United Kingdom,Carrickfergus,Hotels,https://www.agoda.com/en-gb/clarion-collection-hotel-belfast-loughshore/hotel/carrickfergus-gb.html
296,7484319,Clarion Collection Hotel Belfast Loughshore,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  Roomkingsizebed PaynothinguntilNovember14 2019 FreeWi-Fi FreecancellationbeforeNovember16 2019 75BelfastRoad Carrickfergus UnitedKingdom Hotels,2,Room king size bed ,United Kingdom,Carrickfergus,Hotels,https://www.agoda.com/en-gb/clarion-collection-hotel-belfast-loughshore/hotel/carrickfergus-gb.html
297,7484319,Clarion Collection Hotel Belfast Loughshore,"nan 1KingBed,NoSmoking nan 75BelfastRoad Carrickfergus UnitedKingdom Hotels",2,"1 King Bed, No Smoking",United Kingdom,Carrickfergus,Hotels,https://www.agoda.com/en-gb/clarion-collection-hotel-belfast-loughshore/hotel/carrickfergus-gb.html
298,7484319,Clarion Collection Hotel Belfast Loughshore,"nan 3SingleBeds,NoSmoking nan 75BelfastRoad Carrickfergus UnitedKingdom Hotels",2,"3 Single Beds, No Smoking",United Kingdom,Carrickfergus,Hotels,https://www.agoda.com/en-gb/clarion-collection-hotel-belfast-loughshore/hotel/carrickfergus-gb.html
299,517461,Hotel Bucintoro,Airconditioning Alarmclock Bathrobes Blackoutcurtains Closet Clothesrack Coffee/teamaker Dailyhousekeeping Dartboard Desk Fireplace Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Laptopsafebox Linens Minibar Mirror Refrigerator Satellite/cablechannels Slippers Soundproofing Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  DoubleRoomwithLagoonView Lagoonview Non-smoking Showerandbathtub 2singlebedsor1doublebed Castello2135/A Venice Italy Hotels,4,Double Room with Lagoon View,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
301,517461,Hotel Bucintoro,Airconditioning Alarmclock Closet Clothesrack Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Laptopsafebox Minibar Refrigerator Satellite/cablechannels Slippers Soundproofing Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  SuperiorDoubleRoomwithLagoonView Showerandbathtub 1queenbedor1doublebed Castello2135/A Venice Italy Hotels,4,Superior Double Room with Lagoon View,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
303,517461,Hotel Bucintoro,Airconditioning Alarmclock Closet Clothesrack Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Laptopsafebox Minibar Refrigerator Satellite/cablechannels Slippers Soundproofing Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  DeluxeDoubleRoomwithLagoonView Showerandbathtub 1queenbedor1doublebed Castello2135/A Venice Italy Hotels,4,Deluxe Double Room with Lagoon View,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
305,517461,Hotel Bucintoro,Airconditioning Alarmclock Bathrobes Closet Clothesrack Coffee/teamaker Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Interconnectingroom(s)available Laptopsafebox Linens Minibar Mirror Refrigerator Satellite/cablechannels Seatingarea Slippers Sofa Soundproofing Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  JuniorSuitewithLagoonView Lagoonview Non-smoking Showerandbathtub 2singlebedsor1doublebed Castello2135/A Venice Italy Hotels,4,Junior Suite with Lagoon View,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
307,517461,Hotel Bucintoro,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  JuniorSuiteStandard FreeBreakfast PaynothinguntilDecember12 2019 FreeWi-Fi FreecancellationbeforeDecember14 2019 Castello2135/A Venice Italy Hotels,4,Junior Suite Standard,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
308,517461,Hotel Bucintoro,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  PremiumDouble FreeBreakfast PaynothinguntilDecember12 2019 FreeWi-Fi FreecancellationbeforeDecember14 2019 Castello2135/A Venice Italy Hotels,4,Premium Double,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
309,517461,Hotel Bucintoro,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  JuniorSuite FreeBreakfast PaynothinguntilDecember10 2019 FreeWi-Fi FreecancellationbeforeDecember12 2019 Castello2135/A Venice Italy Hotels,4,Junior Suite,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
310,517461,Hotel Bucintoro,Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  DoubleSuite FreeBreakfast PaynothinguntilDecember12 2019 FreeWi-Fi FreecancellationbeforeDecember14 2019 Castello2135/A Venice Italy Hotels,4,Double Suite,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
311,517461,Hotel Bucintoro,Additionalbathroom Additionaltoilet Airconditioning Alarmclock Closet Clothesrack Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Laptopsafebox Minibar Refrigerator Satellite/cablechannels Slippers Sofa Soundproofing Telephone Toiletries Towels Wake-upservice Wooden/parquetedflooring  SuitewithTerraceandLagoonView Balcony/terrace Showerandbathtub 1kingbedor1sofabed Castello2135/A Venice Italy Hotels,4,Suite with Terrace and Lagoon View,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
313,517461,Hotel Bucintoro,nan RunofHouse nan Castello2135/A Venice Italy Hotels,4,Run of House,Italy,Venice,Hotels,https://www.agoda.com/en-gb/hotel-bucintoro/hotel/venice-it.html
314,6646208,Hotel El Cortijo,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV[flatscreen]  SingleRoom Bathtub 1singlebed Crt.deDonBenito,KM.1ElCortijodeMiajadasElCortijodeMiajadas Miajadas Spain Hotels",2,Single Room,Spain,Miajadas,Hotels,https://www.agoda.com/en-gb/hotel-el-cortijo/hotel/miajadas-es.html
315,6646208,Hotel El Cortijo,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV[flatscreen]  DoubleorTwinRoom Bathtub 1doublebedor2singlebeds Crt.deDonBenito,KM.1ElCortijodeMiajadasElCortijodeMiajadas Miajadas Spain Hotels",2,Double or Twin Room,Spain,Miajadas,Hotels,https://www.agoda.com/en-gb/hotel-el-cortijo/hotel/miajadas-es.html
316,6646208,Hotel El Cortijo,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV[flatscreen]  TripleRoom Bathtub 1sofabedand2singlebedsor1singlebedand1doublebedand1sofabed Crt.deDonBenito,KM.1ElCortijodeMiajadasElCortijodeMiajadas Miajadas Spain Hotels",2,Triple Room,Spain,Miajadas,Hotels,https://www.agoda.com/en-gb/hotel-el-cortijo/hotel/miajadas-es.html
317,369589,Hotel Na Polboru,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  SingleRoom Shower 1singlebed Stawiszcze39A Sieradz Poland Hotels,3,Single Room,Poland,Sieradz,Hotels,https://www.agoda.com/en-gb/hotel-na-polboru/hotel/sieradz-pl.html
319,369589,Hotel Na Polboru,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  TripleRoom Shower 1singlebedand1doublebed Stawiszcze39A Sieradz Poland Hotels,3,Triple Room,Poland,Sieradz,Hotels,https://www.agoda.com/en-gb/hotel-na-polboru/hotel/sieradz-pl.html
323,369589,Hotel Na Polboru,Additionalbathroom Additionaltoilet Airconditioning Bathrobes Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Laptopsafebox Linens Minibar Mirror Refrigerator Satellite/cablechannels Seatingarea Slippers Smokedetector Sofa Soundproofing Telephone Toiletries Towels Wake-upservice Whirlpoolbathtub  Apartment Balcony/terrace 2bathrooms Showerandbathtub Executiveloungeaccess 1queenbedor1sofabed Stawiszcze39A Sieradz Poland Hotels,3,Apartment,Poland,Sieradz,Hotels,https://www.agoda.com/en-gb/hotel-na-polboru/hotel/sieradz-pl.html
325,369589,Hotel Na Polboru,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  DoubleRoom Balcony/terrace Shower 1queenbed Stawiszcze39A Sieradz Poland Hotels,3,Double Room,Poland,Sieradz,Hotels,https://www.agoda.com/en-gb/hotel-na-polboru/hotel/sieradz-pl.html
328,369589,Hotel Na Polboru,Airconditioning Carpeting Cleaningproducts Closet Clothesrack Coffee/teamaker Desk Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Linens Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  TwinRoom Balcony/terrace Shower 2singlebeds Stawiszcze39A Sieradz Poland Hotels,3,Twin Room,Poland,Sieradz,Hotels,https://www.agoda.com/en-gb/hotel-na-polboru/hotel/sieradz-pl.html
344,8327390,Gwylan Uchaf,Additionalbathroom Airconditioning Closet Dishwasher Fireplace FreeWi-Fiinallrooms! Fullkitchen Heating Highchair In-roomsafebox Microwave Seatingarea Separatediningarea Sofa TV Washingmachine Whirlpoolbathtub  VacationHome 3bathrooms Shower Kitchenette 5bedrooms 1doublebedor1doublebedor1doublebedor2singlebedsor1doublebed nan YFelinheli UnitedKingdom Hotels,4,Vacation Home,United Kingdom,Y Felinheli,Hotels,https://www.agoda.com/en-gb/gwylan-uchaf/hotel/y-felinheli-gb.html
346,5081,The Bear Hotel by Greene King Inns,Airconditioning Carpeting Closet FreeWi-Fiinallrooms! Heating In-roomsafebox Ironingfacilities Shower TV[flatscreen]  StandardTwinRoom Bathtub 2singlebeds CharnhamSt Newbury UnitedKingdom Hotels,3,Standard Twin Room,United Kingdom,Newbury,Hotels,https://www.agoda.com/en-gb/the-bear-hotel-by-greene-king-inns/hotel/newbury-gb.html
348,5081,The Bear Hotel by Greene King Inns,Airconditioning Carpeting Closet FreeWi-Fiinallrooms! Heating In-roomsafebox Ironingfacilities Shower TV[flatscreen]  StandardDoubleRoom Freebreakfastfor{0} FreeWi-Fi Extralowprice!(non-refundable) CharnhamSt Newbury UnitedKingdom Hotels,3,Standard Double Room,United Kingdom,Newbury,Hotels,https://www.agoda.com/en-gb/the-bear-hotel-by-greene-king-inns/hotel/newbury-gb.html
350,5081,The Bear Hotel by Greene King Inns,Airconditioning Carpeting Closet FreeWi-Fiinallrooms! Heating In-roomsafebox Ironingfacilities TV[flatscreen]  StandardDoubleRoomwithaView Balcony/terrace Showerandbathtub 1doublebed CharnhamSt Newbury UnitedKingdom Hotels,3,Standard Double Room with a View,United Kingdom,Newbury,Hotels,https://www.agoda.com/en-gb/the-bear-hotel-by-greene-king-inns/hotel/newbury-gb.html
352,5081,The Bear Hotel by Greene King Inns,Airconditioning Carpeting Closet FreeWi-Fiinallrooms! Heating In-roomsafebox Ironingfacilities Sofa TV[flatscreen]  SuperiorDoubleRoom Shower 1doublebed CharnhamSt Newbury UnitedKingdom Hotels,3,Superior Double Room,United Kingdom,Newbury,Hotels,https://www.agoda.com/en-gb/the-bear-hotel-by-greene-king-inns/hotel/newbury-gb.html
353,477361,The Wight Mouse Inn,"Airconditioning Carpeting FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox TV[flatscreen]  StandardDoubleRoom Shower 1doublebed ChurchPlace,Chale. IsleofWight UnitedKingdom Hotels",3,Standard Double Room,United Kingdom,Isle of Wight,Hotels,https://www.agoda.com/en-gb/the-wight-mouse-inn/hotel/isle-of-wight-gb.html
354,477361,The Wight Mouse Inn,"Airconditioning Carpeting FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox TV[flatscreen]  FamilyRoom Shower 1doublebedand2sofabeds ChurchPlace,Chale. IsleofWight UnitedKingdom Hotels",3,Family Room,United Kingdom,Isle of Wight,Hotels,https://www.agoda.com/en-gb/the-wight-mouse-inn/hotel/isle-of-wight-gb.html
355,477361,The Wight Mouse Inn,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox TV  PremiumSeaViewDouble Shower 1queenbed ChurchPlace,Chale. IsleofWight UnitedKingdom Hotels",3,Premium Sea View Double,United Kingdom,Isle of Wight,Hotels,https://www.agoda.com/en-gb/the-wight-mouse-inn/hotel/isle-of-wight-gb.html
356,477361,The Wight Mouse Inn,"Airconditioning Carpeting FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox TV[flatscreen]  StandardTwinRoom Shower 2singlebeds ChurchPlace,Chale. IsleofWight UnitedKingdom Hotels",3,Standard Twin Room,United Kingdom,Isle of Wight,Hotels,https://www.agoda.com/en-gb/the-wight-mouse-inn/hotel/isle-of-wight-gb.html
360,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Carpeting Closet Coffee/teamaker Complimentarytea Dailyhousekeeping Desk Freebottledwater Freeinstantcoffee FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox iPoddockingstation Ironingfacilities Linens Minibar Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Trouserpress Wake-upservice  StandardDoubleRoom Non-smoking Showerandbathtub 1doublebed 42RueDeMoscou Paris France Hotels,3,Standard Double Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
362,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Carpeting Closet Coffee/teamaker Dailyhousekeeping Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox iPoddockingstation Ironingfacilities Minibar Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Trouserpress Wake-upservice  SingleRoom Shower 1singlebed 42RueDeMoscou Paris France Hotels,3,Single Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
364,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Carpeting Closet Complimentarytea Desk Freebottledwater Freeinstantcoffee FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox iPoddockingstation Linens Minibar Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  StandardTwinRoom Non-smoking Showerandbathtub 2singlebeds 42RueDeMoscou Paris France Hotels,3,Standard Twin Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
376,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Coffee/teamaker Dailyhousekeeping Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Minibar Satellite/cablechannels Shower Soundproofing Telephone Toiletries  RunofHouse FreeBreakfast FreeWi-Fi Cancellationpolicy 42RueDeMoscou Paris France Hotels,3,Run of House,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
377,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Carpeting Closet Complimentarytea Desk Freebottledwater Freeinstantcoffee FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox iPoddockingstation Linens Minibar Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  SuperiorTwinRoom Non-smoking Showerandbathtub 2singlebeds 42RueDeMoscou Paris France Hotels,3,Superior Twin Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
383,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Carpeting Closet Coffee/teamaker Complimentarytea Dailyhousekeeping Desk Freebottledwater Freeinstantcoffee FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox iPoddockingstation Ironingfacilities Linens Minibar Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Wake-upservice  SuperiorDoubleRoom Non-smoking Showerandbathtub 1doublebed 42RueDeMoscou Paris France Hotels,3,Superior Double Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
389,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Coffee/teamaker Dailyhousekeeping Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Minibar Satellite/cablechannels Shower Soundproofing Telephone Toiletries  SuperiorRoom FreeWi-Fi Cancellationpolicy 42RueDeMoscou Paris France Hotels,3,Superior Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
391,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Carpeting Closet Coffee/teamaker Complimentarytea Dailyhousekeeping Desk Freebottledwater Freeinstantcoffee FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox iPoddockingstation Linens Minibar Mirror Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Towels Trouserpress Wake-upservice  TripleRoom Non-smoking Showerandbathtub 1singlebedand1doublebed 42RueDeMoscou Paris France Hotels,3,Triple Room,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
394,11079,Hotel Astoria - Astotel,Airconditioning Desk Freebottledwater Freeinstantcoffee FreeWi-Fiinallrooms! Hairdryer In-roomsafebox Satellite/cablechannels Shower Slippers Towels  Apartment 2singlebedsand1doublebed 42RueDeMoscou Paris France Hotels,3,Apartment,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
396,11079,Hotel Astoria - Astotel,Airconditioning Blackoutcurtains Carpeting Closet Coffee/teamaker Dailyhousekeeping Desk Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox iPoddockingstation Minibar Satellite/cablechannels Smokedetector Soundproofing Telephone Toiletries Wake-upservice  Apartment Shower 2bedrooms 2singlebedsor1queenbed 42RueDeMoscou Paris France Hotels,3,Apartment,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
415,11079,Hotel Astoria - Astotel,Airconditioning Closet FreeWi-Fiinallrooms! In-roomsafebox Ironingfacilities Shower TV  Double(DoubleBed)Standard FreeWi-Fi Extralowprice!(non-refundable) 42RueDeMoscou Paris France Hotels,3,Double (Double Bed) Standard,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
428,11079,Hotel Astoria - Astotel,Airconditioning Closet FreeWi-Fiinallrooms! In-roomsafebox Ironingfacilities Shower TV  DOUBLE(DOUBLEBED)SUPERIOR FreeWi-Fi Extralowprice!(non-refundable) 42RueDeMoscou Paris France Hotels,3,DOUBLE (DOUBLE BED) SUPERIOR,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
437,11079,Hotel Astoria - Astotel,nan Apartment nan 42RueDeMoscou Paris France Hotels,3,Apartment,France,Paris,Hotels,https://www.agoda.com/en-gb/hotel-astoria-astotel/hotel/paris-fr.html
438,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning Closet Clothesrack Coffee/teamaker Dailyhousekeeping Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Kitchen Kitchenware Linens Microwave Refrigerator Satellite/cablechannels Seatingarea Separatediningarea Smokedetector Sofa Telephone Toiletries Towels Wake-upservice Whirlpoolbathtub  Studio Balcony/terrace Separateshower/bathtub Kitchenette 2singlebeds RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,Studio,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
439,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  StudioStandard PaynothinguntilDecember13 2019 FreeWi-Fi FreecancellationbeforeDecember15 2019 RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,Studio Standard,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
440,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  ApartmentOneBedroom PaynothinguntilDecember13 2019 FreeWi-Fi FreecancellationbeforeDecember15 2019 RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,Apartment One Bedroom,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
441,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning Closet Clothesrack Coffee/teamaker Dailyhousekeeping Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Kitchen Kitchenware Linens Microwave Refrigerator Satellite/cablechannels Seatingarea Separatediningarea Smokedetector Sofa Telephone Toiletries Towels Wake-upservice Whirlpoolbathtub  One-BedroomApartment Balcony/terrace Separateshower/bathtub Kitchenette 2singlebedsor2sofabeds RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,One-Bedroom Apartment,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
442,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning FreeWi-Fiinallrooms! In-roomsafebox Shower TV  ApartmentTwoBedrooms PaynothinguntilDecember13 2019 FreeWi-Fi FreecancellationbeforeDecember15 2019 RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,Apartment Two Bedrooms,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
443,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning Closet Clothesrack Coffee/teamaker Dailyhousekeeping Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Kitchen Kitchenware Linens Microwave Refrigerator Satellite/cablechannels Seatingarea Separatediningarea Smokedetector Sofa Telephone Toiletries Towels Wake-upservice Whirlpoolbathtub  Two-BedroomApartment Balcony/terrace Separateshower/bathtub Kitchenette 2bedrooms 2doublebedsor2singlebedsor2sofabeds RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,Two-Bedroom Apartment,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
444,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning Closet Clothesrack Coffee/teamaker Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Kitchenware Linens Microwave Refrigerator Satellite/cablechannels Seatingarea Separatediningarea Smokedetector Sofa Telephone Toiletries Towels Wake-upservice Whirlpoolbathtub  SuperiorApartment Balcony/terrace Showerandbathtub Kitchenette 2bedrooms 2singlebedsor1queenbedor2sofabeds RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,Superior Apartment,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
445,119853,Janelas do Mar Apartamentos Turisticos,"Airconditioning Closet Clothesrack Coffee/teamaker Fan Freebottledwater FreeWi-Fiinallrooms! Hairdryer Heating In-roomsafebox Ironingfacilities Kitchenware Linens Microwave Refrigerator Satellite/cablechannels Seatingarea Separatediningarea Smokedetector Sofa Telephone Toiletries Towels Wake-upservice Whirlpoolbathtub  PenthouseApartment Balcony/terrace Showerandbathtub Kitchenette 2bedrooms 2singlebedsor1queenbedor2sofabeds RuadaCorreeira,Lote215 Albufeira Portugal Hotels",3,Penthouse Apartment,Portugal,Albufeira,Hotels,https://www.agoda.com/en-gb/janelas-do-mar-apartamentos-turisticos/hotel/albufeira-pt.html
